brand,model,cc,segment,year,speedometer_type,top_speed_kmh,mileage_kmpl,fuel_tank_liters,factory_price_inr,gst_rate_pct,gst_amount_inr,ex_showroom_inr,on_road_price_inr,overall_score,price_increase_scenario_pct,buyer_behaviour,price_sensitivity,gst_impact_pct,price_difference,value_score
Hero,Xpulse 200,199,mid,2020,Digital,122,45.4,10.4,119531,28.0,33469,153000,173869,77,14.4,Will definitely switch,Very High,28.00026771297822,54338,0.020105941829768388
Bajaj,Dominar 400,373,premium,2023,Digital,171,22.4,18.2,183969,31.0,57031,241000,274891,78,11.5,Will definitely switch,Very High,31.000331577602747,90922,0.006355973822351404
Royal Enfield,Himalayan 450,452,premium,2022,Digital,171,20.2,17.6,223664,31.0,69336,293000,338393,85,6.6,Will likely switch brand,High,31.00007153587524,114729,0.005073982026814976
Suzuki,Gixxer SF,155,mid,2025,Semi-Digital,130,42.5,11.7,122656,28.0,34344,157000,181448,63,6.8,Will definitely switch,Very High,28.0002608922515,58792,0.014756293814205722
Royal Enfield,Classic 350,349,premium,2023,Semi-Digital,148,35.3,19.7,154688,28.0,43312,198000,229340,77,14.5,Will definitely switch,Very High,27.999586263963593,74652,0.011851835702450509
Hero,Splendor Plus,97,budget,2021,Analog,94,63.9,8.4,60156,28.0,16844,77000,93535,56,5.2,Will definitely switch,Very High,28.00053195026265,33379,0.038257336825787136
Royal Enfield,Meteor 350,349,premium,2024,Semi-Digital,156,35.2,14.1,151562,28.0,42438,194000,227524,80,9.0,Will likely switch brand,High,28.00042226943429,75962,0.012376716302456004
Hero,Super Splendor,125,budget,2023,Semi-Digital,113,51.7,12.3,69531,28.0,19469,89000,104201,62,2.3,Might reconsider,Medium,28.000460226373846,34670,0.030761700943369066
Bajaj,Pulsar N250,249,mid,2020,Digital,162,31.9,17.2,133594,28.0,37406,171000,200179,74,12.5,Will definitely switch,Very High,27.999760468284503,66585,0.011792445761043865
Tvs,Apache RR 310,312,premium,2023,Digital,150,35.2,15.9,202344,28.0,56656,259000,300070,80,13.3,Will definitely switch,Very High,27.999841853477246,97726,0.009384476955377079
Honda,CB200X,184,mid,2022,Digital,140,46.3,12.1,124219,28.0,34781,159000,184475,85,6.4,Will likely switch brand,High,27.999742390455566,60256,0.02133351402629082
Royal Enfield,Meteor 350,349,premium,2024,Semi-Digital,161,29.3,17.0,164844,28.0,46156,211000,240497,72,14.6,Will definitely switch,Very High,27.999805877071655,75653,0.008771834991704678
Honda,Shine,124,budget,2024,Semi-Digital,120,52.8,11.6,67188,28.0,18812,86000,99676,68,11.4,Will definitely switch,Very High,27.999047448949216,32488,0.036020707090974755
Honda,CD 110 Dream,109,budget,2024,Analog,91,69.7,8.4,60156,28.0,16844,77000,90435,64,6.5,Will definitely switch,Very High,28.00053195026265,30279,0.04932603527395367
Suzuki,Gixxer,155,mid,2023,Semi-Digital,138,43.9,11.7,101562,28.0,28438,130000,150016,59,2.6,Might reconsider,Medium,28.000630156948464,48454,0.01726549168088737
Royal Enfield,Thunderbird 350X,346,premium,2023,Semi-Digital,151,29.5,17.4,137500,28.0,38500,176000,203340,75,12.5,Will definitely switch,Very High,28.000000000000004,65840,0.010880790793744467
Ktm,Adventure 390,373,premium,2020,Digital,206,20.2,14.7,254962,31.0,79038,334000,386536,72,2.6,Might reconsider,Medium,30.999913712631688,131574,0.003762650826831136
Honda,CB350RS,348,premium,2022,Digital,149,34.3,14.5,182031,28.0,50969,233000,271179,79,7.6,Will likely switch brand,High,28.000175794232852,89148,0.009992292913536814
Suzuki,Gixxer SF,155,mid,2024,Semi-Digital,124,41.8,13.6,107812,28.0,30188,138000,162514,68,1.3,Likely to buy,Low,28.000593625941455,54702,0.017490185460944902
Suzuki,Gixxer,155,mid,2020,Semi-Digital,121,43.2,10.3,97656,28.0,27344,125000,145164,65,10.2,Will definitely switch,Very High,28.000327680838865,47508,0.019343638918740184
Tvs,Raider 125,124,budget,2024,Digital,117,48.7,13.9,75781,28.0,21219,97000,114352,66,14.7,Will definitely switch,Very High,28.00042226943429,38571,0.028107947390513505
Honda,SP 125,124,budget,2020,Digital,119,50.9,10.2,81250,28.0,22750,104000,121058,74,14.0,Will definitely switch,Very High,28.000000000000004,39808,0.031114011465578482
Suzuki,Gixxer,155,mid,2021,Semi-Digital,131,40.5,14.0,102344,28.0,28656,131000,152003,63,9.8,Will definitely switch,Very High,27.99968732900805,49659,0.016785852910797813
Yamaha,R3,321,premium,2021,Digital,140,35.0,14.1,339062,28.0,94938,434000,488638,84,14.3,Will definitely switch,Very High,28.000188756038717,149576,0.006016724037017179
Ktm,Duke 125,124,mid,2021,Digital,112,56.5,11.7,139844,28.0,39156,179000,205464,76,4.4,Might reconsider,Medium,27.999771173593434,65620,0.020899038274344896
Tvs,Ronin,225,mid,2021,Digital,158,33.2,19.0,137500,28.0,38500,176000,202433,72,10.6,Will definitely switch,Very High,28.000000000000004,64933,0.011808351405156275
Tvs,Ronin,225,mid,2024,Digital,164,35.8,19.4,132812,28.0,37188,170000,201664,72,10.2,Will definitely switch,Very High,28.000481884167094,68852,0.012781656616947001
Royal Enfield,Meteor 350,349,premium,2023,Semi-Digital,144,30.6,19.7,152344,28.0,42656,195000,226167,66,11.7,Will definitely switch,Very High,27.99978994906265,73823,0.00892968470201223
Tvs,Apache RR 310,312,premium,2020,Digital,146,29.3,18.3,216406,28.0,60594,277000,325891,70,2.8,Might reconsider,Medium,28.000147870206927,109485,0.006293515316470845
Tvs,Raider 125,124,budget,2023,Digital,116,57.5,10.5,75781,28.0,21219,97000,114148,64,10.6,Will definitely switch,Very High,28.00042226943429,38367,0.03223884781161299
Yamaha,FZS 25,249,mid,2023,Digital,145,31.8,18.4,133594,28.0,37406,171000,199294,68,4.2,Might reconsider,Medium,27.999760468284503,65700,0.010850301564522765
Hero,HF Deluxe,97,budget,2023,Analog,91,78.2,9.7,58594,28.0,16406,75000,91183,57,3.5,Might reconsider,Medium,27.999453868996827,32589,0.0488841121700317
Yamaha,R15 V4,155,mid,2023,Digital,121,41.0,12.9,144531,28.0,40469,185000,218799,76,11.3,Will definitely switch,Very High,28.000221405788377,74268,0.01424138135914698
Ktm,Duke 125,124,mid,2023,Digital,106,56.9,13.3,139062,28.0,38938,178000,209131,78,2.5,Might reconsider,Medium,28.000460226373846,70069,0.021222104805122148
Hero,Xtreme 125R,125,budget,2023,Digital,106,55.8,13.5,86719,28.0,24281,111000,127655,68,5.1,Will likely switch brand,High,27.999630992054797,40936,0.029723865105166267
Tvs,Apache RTR 160 4V,159,mid,2023,Digital,124,43.9,10.4,104688,28.0,29312,134000,154871,73,12.6,Will definitely switch,Very High,27.999388659636253,50183,0.020692705542031755
Yamaha,R3,321,premium,2020,Digital,152,32.4,14.3,329688,28.0,92312,422000,494331,76,5.5,Will likely switch brand,High,27.999805877071655,164643,0.004981277726867221
Bajaj,Pulsar N160,160,mid,2025,Digital,125,46.1,11.8,107812,28.0,30188,138000,159228,74,2.3,Might reconsider,Medium,28.000593625941455,51416,0.021424623809882685
Royal Enfield,Scram 411,411,premium,2020,Semi-Digital,170,22.6,18.4,153435,31.0,47565,201000,235814,76,8.7,Will likely switch brand,High,31.000097761266986,82379,0.00728370665015648
Royal Enfield,Bullet 350,346,premium,2022,Analog,162,29.5,18.1,138281,28.0,38719,177000,204263,59,6.9,Will definitely switch,Very High,28.000231412847754,65982,0.008520877496169154
Yamaha,Saluto RX,113,budget,2023,Analog,113,48.4,12.2,56250,28.0,15750,72000,84564,50,7.4,Will definitely switch,Very High,28.000000000000004,28314,0.028617378553521592
Hero,Splendor Plus,97,budget,2024,Analog,98,69.6,8.0,58594,28.0,16406,75000,89757,63,2.1,Might reconsider,Medium,27.999453868996827,31163,0.04885190013035194
Suzuki,Gixxer SF 250,249,mid,2020,Digital,144,28.5,14.0,146875,28.0,41125,188000,219341,63,10.1,Will definitely switch,Very High,28.000000000000004,72466,0.008185884080039755
Hero,Super Splendor,125,budget,2022,Semi-Digital,118,49.0,12.4,71875,28.0,20125,92000,108112,60,3.3,Might reconsider,Medium,28.000000000000004,36237,0.02719402101524345
Suzuki,V-Strom SX,249,premium,2023,Digital,149,28.9,18.7,163281,28.0,45719,209000,240363,73,6.2,Will likely switch brand,High,28.000195981161312,77082,0.008777141240540349
Ktm,RC 200,199,mid,2024,Digital,128,44.0,10.8,177344,28.0,49656,227000,257196,73,8.4,Will likely switch brand,High,27.99981955972573,79852,0.012488530148213814
Bajaj,Pulsar NS200,199,mid,2024,Digital,122,42.3,13.7,119531,28.0,33469,153000,177308,74,11.1,Will definitely switch,Very High,28.00026771297822,57777,0.017654025763078934
Tvs,Apache RTR 160 4V,159,mid,2023,Digital,131,47.0,12.1,103906,28.0,29094,133000,157186,74,9.6,Will likely switch brand,High,28.000307970665794,53280,0.022126652500858855
Yamaha,R15M,155,mid,2023,Digital,126,39.9,12.5,156250,28.0,43750,200000,230779,67,2.7,Might reconsider,Medium,28.000000000000004,74529,0.01158380961872614
Honda,CB200X,184,mid,2025,Digital,130,41.1,10.8,121875,28.0,34125,156000,180072,74,8.8,Will likely switch brand,High,28.000000000000004,58197,0.016889910702385713
Bajaj,Pulsar N160,160,mid,2022,Digital,130,42.1,11.4,104688,28.0,29312,134000,153514,67,2.6,Might reconsider,Medium,27.999388659636253,48826,0.018374219940852303
Hero,Glamour,125,budget,2023,Semi-Digital,120,54.7,10.6,78125,28.0,21875,100000,118198,58,10.0,Will definitely switch,Very High,28.000000000000004,40073,0.026841401715765077
Yamaha,FZ-S V3,149,mid,2025,Semi-Digital,106,60.6,12.7,107812,28.0,30188,138000,160764,75,5.2,Will likely switch brand,High,28.000593625941455,52952,0.028271254758528028
Suzuki,V-Strom SX,249,premium,2022,Digital,144,28.7,19.9,172656,28.0,48344,221000,253629,72,12.8,Will definitely switch,Very High,28.000185339634882,80973,0.008147333309676734
Suzuki,Gixxer SF,155,mid,2022,Semi-Digital,129,38.1,11.7,119531,28.0,33469,153000,178953,63,10.9,Will definitely switch,Very High,28.00026771297822,59422,0.013413019060870732
Yamaha,R15M,155,mid,2020,Digital,129,39.1,13.1,165625,28.0,46375,212000,245227,69,2.6,Might reconsider,Medium,28.000000000000004,79602,0.01100164337532164
Honda,Shine,124,budget,2024,Semi-Digital,115,50.4,11.2,69531,28.0,19469,89000,103786,66,11.3,Will definitely switch,Very High,28.000460226373846,34255,0.0320505655868807
Royal Enfield,Classic 350,349,premium,2023,Semi-Digital,144,33.4,15.7,143750,28.0,40250,184000,217796,69,11.1,Will definitely switch,Very High,28.000000000000004,74046,0.010581461551176329
Suzuki,Access 125,124,budget,2020,Semi-Digital,115,59.9,12.1,65625,28.0,18375,84000,98793,62,13.4,Will definitely switch,Very High,28.000000000000004,33168,0.03759173220774751
Tvs,Ronin,225,mid,2022,Digital,146,30.6,18.4,118750,28.0,33250,152000,178133,68,4.9,Might reconsider,Medium,28.000000000000004,59383,0.011681159583008202
Honda,CB200X,184,mid,2024,Digital,123,42.6,11.3,113281,28.0,31719,145000,166746,72,8.6,Will likely switch brand,High,28.000282483382033,53465,0.0183944442445396
Honda,CB350RS,348,premium,2020,Digital,159,28.7,13.9,184375,28.0,51625,236000,274960,77,8.6,Will likely switch brand,High,28.000000000000004,90585,0.008037169042769857
Yamaha,FZS 25,249,mid,2025,Digital,145,31.4,18.9,137500,28.0,38500,176000,199417,74,13.5,Will definitely switch,Very High,28.000000000000004,61917,0.01165196547937237
Yamaha,Saluto RX,113,budget,2020,Analog,107,58.4,13.3,59375,28.0,16625,76000,91472,57,8.9,Will definitely switch,Very High,28.000000000000004,32097,0.03639146405457407
Yamaha,FZ-X,149,mid,2024,Digital,112,54.6,11.0,98438,28.0,27562,126000,146954,71,13.1,Will definitely switch,Very High,27.99934984457222,48516,0.02637968343835486
Royal Enfield,Scram 411,411,premium,2022,Semi-Digital,161,21.8,16.4,161069,31.0,49931,211000,246252,71,7.7,Will likely switch brand,High,30.99975786774612,85183,0.006285431184315254
Bajaj,Platina 100,102,budget,2020,Analog,88,63.3,9.6,51562,28.0,14438,66000,79019,60,8.8,Will definitely switch,Very High,28.001241224157326,27457,0.048064389577190295
Suzuki,Gixxer SF,155,mid,2021,Semi-Digital,135,42.5,13.3,112500,28.0,31500,144000,166927,64,1.9,Likely to buy,Low,28.000000000000004,54427,0.016294547916154967
Ktm,RC 390,373,premium,2025,Digital,171,23.0,19.5,267176,31.0,82824,350000,404336,81,10.4,Will definitely switch,Very High,30.999790400335357,137160,0.004607554113410629
Yamaha,R15 V4,155,mid,2020,Digital,125,45.2,12.4,132031,28.0,36969,169000,195118,77,14.4,Will definitely switch,Very High,28.000242367322826,63087,0.017837411207576953
Royal Enfield,Continental GT 650,648,premium,2021,Analog,197,23.7,17.6,252672,31.0,78328,331000,379248,73,12.3,Will definitely switch,Very High,30.999873353596758,126576,0.004561922541450449
Yamaha,Saluto RX,113,budget,2025,Analog,115,51.1,11.2,58594,28.0,16406,75000,88088,54,9.0,Will definitely switch,Very High,27.999453868996827,29494,0.031325492689129056
Ktm,RC 390,373,premium,2022,Digital,192,19.4,13.4,264885,31.0,82115,347000,409130,77,12.9,Will definitely switch,Very High,31.000245389508656,144245,0.003651162222276538
Suzuki,Gixxer SF 250,249,mid,2025,Digital,149,29.0,17.1,164062,28.0,45938,210000,238930,63,4.3,Might reconsider,Medium,28.00039009642696,74868,0.007646591051772486
Royal Enfield,Meteor 350,349,premium,2023,Semi-Digital,155,33.2,18.9,169531,28.0,47469,217000,249148,68,3.6,Might reconsider,Medium,28.000188756038717,79617,0.009061280845120171
Royal Enfield,Scram 411,411,premium,2021,Semi-Digital,160,20.0,18.0,173282,31.0,53718,227000,262643,71,10.1,Will definitely switch,Very High,31.000334714511606,89361,0.0054065785115156315
Yamaha,R15 V4,155,mid,2025,Digital,133,43.4,12.4,144531,28.0,40469,185000,215629,74,13.5,Will definitely switch,Very High,28.000221405788377,71098,0.014894100515236819
Ktm,RC 200,199,mid,2020,Digital,127,40.8,12.3,171094,28.0,47906,219000,252771,70,6.9,Will likely switch brand,High,27.99981296830982,81677,0.011298764494344684
Tvs,Sport,99,budget,2022,Analog,86,67.8,8.2,54688,28.0,15312,70000,84111,63,7.8,Will definitely switch,Very High,27.99882972498537,29423,0.05078289403288511
Yamaha,MT-15 V2,155,mid,2024,Digital,128,46.9,13.6,142969,28.0,40031,183000,210545,80,8.2,Will likely switch brand,High,27.999776175254777,67576,0.01782041843786364
Honda,Shine,124,budget,2022,Semi-Digital,114,49.4,12.1,67188,28.0,18812,86000,103510,68,1.7,Likely to buy,Low,27.999047448949216,36322,0.03245290310114964
Hero,HF Deluxe,97,budget,2025,Analog,94,68.7,9.8,54688,28.0,15312,70000,83149,60,3.3,Might reconsider,Medium,27.99882972498537,28461,0.04957365692912723
Tvs,Apache RR 310,312,premium,2022,Digital,158,32.6,18.7,226562,28.0,63438,290000,332733,69,10.2,Will definitely switch,Very High,28.000282483382033,106171,0.006760375436160525
Hero,Glamour,125,budget,2020,Semi-Digital,113,51.7,13.0,71875,28.0,20125,92000,106492,62,13.0,Will definitely switch,Very High,28.000000000000004,34617,0.030099913608533976
Bajaj,Platina 110 H-Gear,115,budget,2024,Semi-Digital,113,59.1,13.4,66406,28.0,18594,85000,101497,60,7.8,Will definitely switch,Very High,28.000481884167094,35091,0.03493699321162202
Royal Enfield,Hunter 350,349,premium,2021,Semi-Digital,164,34.6,17.6,139062,28.0,38938,178000,209219,72,11.8,Will definitely switch,Very High,28.000460226373846,70157,0.01190714036488082
Bajaj,Platina 100,102,budget,2023,Analog,88,66.0,9.0,50781,28.0,14219,65000,79138,55,3.3,Might reconsider,Medium,28.000630156948464,28357,0.0458692410725568
Yamaha,FZS 25,249,mid,2024,Digital,152,33.4,19.1,133594,28.0,37406,171000,200333,72,4.7,Might reconsider,Medium,27.999760468284503,66739,0.012004013317825819
Hero,HF Deluxe,97,budget,2025,Analog,86,77.8,8.7,53125,28.0,14875,68000,81461,57,13.8,Will definitely switch,Very High,28.000000000000004,28336,0.05443832017775377
Ktm,RC 390,373,premium,2023,Digital,166,20.8,16.2,260305,31.0,80695,341000,392370,75,10.2,Will definitely switch,Very High,31.000172874128427,132065,0.003975839131432067
Tvs,Sport,99,budget,2025,Analog,90,73.0,8.0,55469,28.0,15531,71000,84141,59,8.7,Will definitely switch,Very High,27.999423101191656,28672,0.051187886999203715
Hero,Xpulse 200 4V,199,mid,2020,Digital,129,40.5,12.5,111719,28.0,31281,143000,163412,72,3.7,Might reconsider,Medium,27.999713567074537,51693,0.017844466746628155
Hero,Xpulse 200,199,mid,2021,Digital,123,43.4,11.5,121094,28.0,33906,155000,183166,69,13.0,Will definitely switch,Very High,27.999735742481047,62072,0.016349104091370668
Bajaj,Pulsar 125,124,budget,2022,Semi-Digital,107,57.1,13.1,78906,28.0,22094,101000,119344,67,7.3,Will likely switch brand,High,28.000405545839353,40438,0.03205607320016088
Royal Enfield,Classic 350,349,premium,2022,Semi-Digital,150,31.1,14.2,146094,28.0,40906,187000,216702,66,4.6,Might reconsider,Medium,27.999780962941667,70608,0.00947199379793449
Hero,Xpulse 200 4V,199,mid,2023,Digital,123,43.5,10.9,121094,28.0,33906,155000,182429,70,8.6,Will likely switch brand,High,27.999735742481047,61335,0.01669142515718444
Honda,Unicorn,160,mid,2023,Semi-Digital,128,37.7,10.6,96094,28.0,26906,123000,142602,69,1.3,Likely to buy,Low,27.999666992736277,46508,0.01824167963983675
Hero,Splendor Plus,97,budget,2025,Analog,97,67.1,9.9,61719,28.0,17281,79000,95078,65,1.1,Likely to buy,Low,27.99948152108751,33359,0.045872862281495196
Yamaha,R15 V4,155,mid,2023,Digital,120,42.4,10.5,139844,28.0,39156,179000,206474,73,14.4,Will definitely switch,Very High,27.999771173593434,66630,0.014990749440607532
Suzuki,Gixxer SF,155,mid,2022,Semi-Digital,140,37.5,10.3,121094,28.0,33906,155000,180029,59,6.1,Will definitely switch,Very High,27.999735742481047,58935,0.01228968666159341
Yamaha,FZ-S V3,149,mid,2025,Semi-Digital,117,48.9,11.6,105469,28.0,29531,135000,156235,72,3.7,Might reconsider,Medium,27.99969659331178,50766,0.02253528338720517
Honda,Unicorn,160,mid,2020,Semi-Digital,126,41.4,12.9,91406,28.0,25594,117000,136341,64,1.5,Likely to buy,Low,28.000350086427588,44935,0.019433625981913
Tvs,Sport,99,budget,2020,Analog,99,70.0,8.7,53125,28.0,14875,68000,79646,54,1.5,Likely to buy,Low,28.000000000000004,26521,0.04746001054666901
Hero,Xtreme 125R,125,budget,2020,Digital,109,54.5,10.1,80469,28.0,22531,103000,120691,74,4.3,Might reconsider,Medium,27.99960233133256,40222,0.03341591336553679
Honda,CB350RS,348,premium,2021,Digital,162,28.5,17.4,171875,28.0,48125,220000,252891,82,2.8,Might reconsider,Medium,28.000000000000004,81016,0.009241135508974221
Tvs,Ronin,225,mid,2024,Digital,143,28.7,14.5,135156,28.0,37844,173000,199238,65,8.0,Will definitely switch,Very High,28.000236763443727,64082,0.009363173691765626
Bajaj,Pulsar N160,160,mid,2021,Digital,123,41.0,11.3,100000,28.0,28000,128000,153527,77,9.1,Will likely switch brand,High,28.000000000000004,53527,0.02056315827183492
Bajaj,Pulsar N250,249,mid,2022,Digital,164,30.3,16.9,134375,28.0,37625,172000,198649,71,3.4,Might reconsider,Medium,28.000000000000004,64274,0.01082965431489713
Ktm,Adventure 390,373,premium,2023,Digital,209,22.6,13.6,263359,31.0,81641,345000,396491,73,1.2,Likely to buy,Low,30.999889884150534,133132,0.0041610023934969525
Hero,Splendor Plus,97,budget,2025,Analog,100,68.6,8.5,54688,28.0,15312,70000,82024,58,3.9,Might reconsider,Medium,27.99882972498537,27336,0.048507753828147857
Yamaha,Saluto RX,113,budget,2025,Analog,120,56.3,13.3,57812,28.0,16188,74000,87974,59,14.3,Will definitely switch,Very High,28.001107036601397,30162,0.03775774660695205
Tvs,Apache RR 310,312,premium,2024,Digital,143,35.7,16.6,213281,28.0,59719,273000,306847,84,6.1,Will likely switch brand,High,28.000150036805906,93566,0.009772948733407855
Yamaha,FZ-X,149,mid,2023,Digital,109,49.9,12.0,110156,28.0,30844,141000,163801,79,12.8,Will definitely switch,Very High,28.000290497113184,53645,0.02406639764104004
Bajaj,CT100,102,budget,2023,Analog,93,65.1,8.1,48438,28.0,13562,62000,72894,60,9.6,Will definitely switch,Very High,27.998678723316406,24456,0.0535846571734299
Hero,Xtreme 160R,163,mid,2024,Digital,122,42.2,12.3,112500,28.0,31500,144000,167101,71,11.1,Will definitely switch,Very High,28.000000000000004,54601,0.017930473186875004
Ktm,Duke 390,373,premium,2021,Digital,166,21.1,15.6,225191,31.0,69809,295000,339809,74,11.3,Will definitely switch,Very High,30.999906745829097,114618,0.00459493421304321
Bajaj,Pulsar RS200,199,mid,2022,Digital,139,38.4,10.5,127344,28.0,35656,163000,188707,74,3.5,Might reconsider,Medium,27.99974871214977,61363,0.015058264929228909
Bajaj,Pulsar 150,149,mid,2023,Semi-Digital,106,48.8,11.8,91406,28.0,25594,117000,137430,66,2.9,Might reconsider,Medium,28.000350086427588,46024,0.02343593101942807
Bajaj,Platina 100,102,budget,2021,Analog,90,74.9,8.2,55469,28.0,15531,71000,82496,64,14.6,Will definitely switch,Very High,27.999423101191656,27027,0.05810705973622964
Suzuki,Access 125,124,budget,2023,Semi-Digital,118,52.1,12.3,70312,28.0,19688,90000,108444,58,4.5,Might reconsider,Medium,28.00091022869496,38132,0.02786507321751319
Honda,CB500X,471,premium,2024,Digital,190,19.6,15.8,471756,31.0,146244,618000,715529,84,1.5,Will still buy,Low,30.999923689364838,243773,0.0023009549578004527
Honda,SP 125,124,budget,2022,Digital,118,57.5,11.0,75781,28.0,21219,97000,111737,69,2.9,Might reconsider,Medium,28.00042226943429,35956,0.03550748632950589
Honda,Shine,124,budget,2021,Semi-Digital,105,59.7,13.5,64844,28.0,18156,83000,98501,66,7.5,Will definitely switch,Very High,27.999506507926718,33657,0.040001624348991384
Ktm,Duke 200,199,mid,2025,Digital,140,43.3,11.3,148438,28.0,41562,190000,224789,69,6.4,Will likely switch brand,High,27.999568843557583,76351,0.013291130793766598
Hero,Super Splendor,125,budget,2022,Semi-Digital,111,55.6,12.9,67969,28.0,19031,87000,104913,68,2.1,Might reconsider,Medium,27.999529197133988,36944,0.03603747867280509
Hero,Xpulse 200,199,mid,2022,Digital,131,38.1,11.5,113281,28.0,31719,145000,169495,75,9.7,Will likely switch brand,High,28.000282483382033,56214,0.016858904392459954
Suzuki,V-Strom SX,249,premium,2023,Digital,147,35.7,18.2,177344,28.0,49656,227000,263140,82,2.6,Might reconsider,Medium,27.99981955972573,85796,0.011124876491601429
Bajaj,Pulsar NS200,199,mid,2022,Digital,133,42.0,11.4,121875,28.0,34125,156000,182003,71,1.8,Likely to buy,Low,28.000000000000004,60128,0.016384345312989348
Yamaha,R15 V4,155,mid,2022,Digital,137,43.8,13.2,140625,28.0,39375,180000,211643,71,7.3,Will likely switch brand,High,28.000000000000004,71018,0.01469361141166965
Hero,Xpulse 200 4V,199,mid,2022,Digital,129,46.0,10.4,114844,28.0,32156,147000,172224,75,2.5,Might reconsider,Medium,27.99972136115078,57380,0.020032051282051284
Honda,CB350RS,348,premium,2021,Digital,153,28.3,16.3,171875,28.0,48125,220000,258760,82,8.6,Will likely switch brand,High,28.000000000000004,86885,0.008968155820064924
Ktm,Duke 390,373,premium,2023,Digital,174,19.5,17.1,234351,31.0,72649,307000,352734,79,10.0,Will likely switch brand,High,31.000081074968744,118383,0.004367313613090885
Royal Enfield,Classic 350,349,premium,2022,Semi-Digital,149,31.6,14.2,152344,28.0,42656,195000,227957,75,2.8,Might reconsider,Medium,27.99978994906265,75613,0.010396697622797282
Tvs,Jupiter 110,109,budget,2024,Semi-Digital,94,64.1,9.8,60156,28.0,16844,77000,89252,68,14.4,Will definitely switch,Very High,28.00053195026265,29096,0.048837000851521525
Suzuki,Gixxer SF,155,mid,2020,Semi-Digital,124,46.1,14.0,109375,28.0,30625,140000,168037,66,4.3,Might reconsider,Medium,28.000000000000004,58662,0.018106726494760084
Honda,CB300R,293,premium,2023,Digital,150,28.4,16.8,208594,28.0,58406,267000,306310,77,3.1,Might reconsider,Medium,27.99984659194416,97716,0.007139172733505271
Bajaj,CT100,102,budget,2025,Analog,99,74.5,9.1,46875,28.0,13125,60000,70966,60,3.2,Might reconsider,Medium,28.000000000000004,24091,0.06298790970323817
Yamaha,R3,321,premium,2024,Digital,164,35.6,18.1,342188,28.0,95812,438000,505878,85,10.3,Will definitely switch,Very High,27.99981296830982,163690,0.005981679377241153
Ktm,Adventure 390,373,premium,2023,Digital,195,20.1,17.3,267939,31.0,83061,351000,396713,72,5.3,Will likely switch brand,High,30.999966410265024,128774,0.003647977253077162
Bajaj,Pulsar RS200,199,mid,2022,Digital,136,38.9,10.8,135156,28.0,37844,173000,197486,70,11.9,Will definitely switch,Very High,28.000236763443727,62330,0.013788319171991938
Honda,CD 110 Dream,109,budget,2024,Analog,97,78.0,9.2,60938,28.0,17062,78000,91374,60,7.9,Will definitely switch,Very High,27.998949752207164,30436,0.051218070786000394
Hero,Xpulse 200,199,mid,2022,Digital,131,40.7,11.2,120312,28.0,33688,154000,177371,68,5.0,Might reconsider,Medium,28.00053195026265,57059,0.015603452650095
Yamaha,Saluto RX,113,budget,2025,Analog,118,58.2,13.9,61719,28.0,17281,79000,92936,57,5.0,Might reconsider,Medium,27.99948152108751,31217,0.035695532409400016
Ktm,RC 200,199,mid,2024,Digital,126,37.8,13.9,174219,28.0,48781,223000,259400,72,7.6,Will likely switch brand,High,27.999816323133526,85181,0.010491904394757131
Hero,Xpulse 200 4V,199,mid,2023,Digital,128,41.1,12.8,129688,28.0,36312,166000,191457,74,3.4,Might reconsider,Medium,27.999506507926718,61769,0.015885551324840565
Honda,CB350 H'ness,348,premium,2024,Digital,149,28.5,18.2,156250,28.0,43750,200000,233825,81,5.3,Will likely switch brand,High,28.000000000000004,77575,0.009872768095798139
Bajaj,Pulsar RS200,199,mid,2022,Digital,135,45.4,11.7,126562,28.0,35438,162000,185310,74,10.2,Will definitely switch,Very High,28.000505681010097,58748,0.018129620635691544
Yamaha,R15 V4,155,mid,2024,Digital,122,41.9,11.9,150000,28.0,42000,192000,221316,76,11.4,Will definitely switch,Very High,28.000000000000004,71316,0.014388476205967938
Ktm,RC 390,373,premium,2020,Digital,183,23.7,18.9,270992,31.0,84008,355000,411190,79,11.3,Will definitely switch,Very High,31.00017712700006,140198,0.004553369488557601
Bajaj,CT100,102,budget,2023,Analog,90,63.9,9.3,47656,28.0,13344,61000,73468,55,4.8,Might reconsider,Medium,28.000671478932347,25812,0.04783715359067894
Royal Enfield,Himalayan 450,452,premium,2020,Digital,209,22.1,17.2,201527,31.0,62473,264000,301808,87,3.6,Might reconsider,Medium,30.999816401772467,100281,0.006370606478290834
Bajaj,Platina 100,102,budget,2022,Analog,93,75.0,8.2,53125,28.0,14875,68000,83783,65,10.8,Will definitely switch,Very High,28.000000000000004,30658,0.05818602819187663
Royal Enfield,Himalayan 450,452,premium,2021,Digital,186,23.5,13.7,229008,31.0,70992,300000,339791,82,13.9,Will definitely switch,Very High,30.999790400335357,110783,0.005671133137722895
Honda,CB500X,471,premium,2025,Digital,193,22.6,18.3,442748,31.0,137252,580000,676604,84,11.0,Will definitely switch,Very High,31.00002710345388,233856,0.0028057770867449794
Honda,Hornet 2.0,184,mid,2022,Digital,135,46.3,10.6,107812,28.0,30188,138000,161095,80,5.4,Will likely switch brand,High,28.000593625941455,53283,0.022992644091995407
Ktm,Adventure 390,373,premium,2020,Digital,179,20.3,14.6,291603,31.0,90397,382000,442387,71,11.4,Will definitely switch,Very High,31.00002400524,150784,0.0032580071295042574
